SKU,Price,Date
2,44.5,11-07-2011
2,45.83,11-07-2011
1,132.99,11-07-2011
1,127.13,11-07-2011
2,56.67,29-09-2010
1,151.72,29-09-2010
1,134.37,11-07-2011
1,151.73,29-09-2010
3,91.99,29-09-2010
3,81,29-09-2010
3,81,29-09-2010
1,140,04-06-2010
3,89.19,29-09-2010
3,85.46,29-09-2010
3,80,04-06-2010
3,81.93,03-06-2010
3,85,04-06-2010
2,46,04-06-2010
1,144.95,04-06-2010
3,78,04-06-2010
3,80.84,04-06-2010
3,79,04-06-2010
2,55,04-06-2010
3,83.75,01-02-2011
2,52,01-02-2011
1,135.34,01-02-2011
3,88.99,01-02-2011
1,111.68,01-02-2011
1,111.69,01-02-2011
2,58.03,30-09-2010
2,57.88,30-09-2010
1,135.99,01-02-2011
1,111.68,01-02-2011
2,48.75,01-02-2011
3,81.25,30-09-2010
2,56.55,30-09-2010
2,53,01-02-2011
1,111.7,01-02-2011
2,50.88,01-02-2011
1,111.69,01-02-2011
2,49.98,30-09-2010
1,120.98,01-02-2011
3,80.66,30-09-2010
3,93.1,01-02-2011
2,56.67,30-09-2010
1,151.72,30-09-2010
1,151.73,30-09-2010
3,83.75,01-02-2011
3,85.46,30-09-2010
3,82.56,30-09-2010
1,135.6,01-02-2011
3,88.99,01-02-2011
3,81,30-09-2010
2,49.98,30-09-2010
3,81.93,04-06-2010
3,80,30-09-2010
1,140,05-06-2010
2,55,05-06-2010
3,85,05-06-2010
2,44.5,12-07-2011
2,46,05-06-2010
3,79,05-06-2010
3,80,05-06-2010
3,72.5,12-07-2011
3,80.84,05-06-2010
3,78,05-06-2010
2,55,05-06-2010
1,127.13,12-07-2011
1,112,12-07-2011
1,125.77,12-07-2011
2,44.5,12-07-2011
3,75,12-07-2011
1,146.2,05-06-2010
1,129.25,12-07-2011
2,58.03,01-10-2010
2,58.27,01-10-2010
3,76.46,12-07-2011
1,135.34,02-02-2011
2,47,12-07-2011
3,83.75,02-02-2011
3,80.75,01-10-2010
3,81.25,01-10-2010
3,90.14,01-10-2010
2,56.55,01-10-2010
2,49.98,01-10-2010
1,112,12-07-2011
2,59,01-10-2010
3,88.99,02-02-2011
1,132.99,12-07-2011
1,127.13,12-07-2011
1,158.93,01-10-2010
1,151.73,01-10-2010
2,52,02-02-2011
1,111.68,02-02-2011
2,49.98,01-10-2010
3,75.93,05-06-2010
3,81,01-10-2010
3,85.46,01-10-2010
1,140,06-06-2010
1,111.69,02-02-2011
3,85.61,01-10-2010
2,53,02-02-2011
1,111.7,02-02-2011
2,55,06-06-2010
3,80,06-06-2010
1,135.99,02-02-2011
3,80,01-10-2010
1,111.68,02-02-2011
2,48.75,02-02-2011
3,85,06-06-2010
1,120.98,02-02-2011
2,46,06-06-2010
3,78,06-06-2010
3,93.1,02-02-2011
3,80.84,06-06-2010
3,79,06-06-2010
1,111.69,02-02-2011
2,50.88,02-02-2011
3,83.75,02-02-2011
1,135.6,02-02-2011
3,88.99,02-02-2011
1,146.2,06-06-2010
1,133.8,06-06-2010
2,55,06-06-2010
1,151.63,02-10-2010
3,81.25,02-10-2010
2,56.55,02-10-2010
2,60.75,02-10-2010
2,58.03,02-10-2010
2,61.62,02-10-2010
2,49.98,02-10-2010
2,59.83,02-10-2010
3,80.75,02-10-2010
3,75.93,06-06-2010
1,151.63,02-10-2010
1,151.73,02-10-2010
2,44.5,13-07-2011
1,151.12,02-10-2010
1,140,07-06-2010
2,46,07-06-2010
3,85,07-06-2010
3,87.87,02-10-2010
3,91.99,02-10-2010
2,55,07-06-2010
3,81,02-10-2010
3,90.41,02-10-2010
3,79,07-06-2010
3,80,07-06-2010
1,125.77,13-07-2011
3,75,13-07-2011
3,83.75,03-02-2011
3,80,02-10-2010
3,80.84,07-06-2010
3,78,07-06-2010
1,133.8,07-06-2010
2,55,07-06-2010
3,72.5,13-07-2011
1,146.2,07-06-2010
1,112,13-07-2011
1,112,13-07-2011
2,44.5,13-07-2011
2,52,03-02-2011
2,54.04,03-02-2011
3,87.99,03-02-2011
1,112,13-07-2011
3,84.71,13-07-2011
1,102.9,03-02-2011
1,102.9,03-02-2011
2,47,13-07-2011
2,53,03-02-2011
3,76.46,13-07-2011
2,53.07,03-02-2011
1,102.99,03-02-2011
1,112,13-07-2011
3,90.82,03-02-2011
1,110,13-07-2011
3,75.93,07-06-2010
1,151.63,03-10-2010
3,81.25,03-10-2010
3,85,08-06-2010
2,56.55,03-10-2010
2,49.98,03-10-2010
2,62.93,03-10-2010
2,58.03,03-10-2010
2,61.62,03-10-2010
2,55,08-06-2010
2,60.75,03-10-2010
1,150.64,03-10-2010
1,150.63,03-10-2010
3,80,08-06-2010
2,46,08-06-2010
1,157.75,08-06-2010
3,80.75,03-10-2010
1,150.74,03-10-2010
3,80.84,08-06-2010
2,41.97,08-06-2010
3,91.99,03-10-2010
3,81,03-10-2010
1,140,08-06-2010
3,87.87,03-10-2010
3,75.93,08-06-2010
3,90.41,03-10-2010
1,146.2,08-06-2010
3,83.75,04-02-2011
3,80,03-10-2010
2,52,04-02-2011
2,51.99,04-02-2011
3,89.99,04-02-2011
2,53.94,04-02-2011
2,54,04-02-2011
3,83.74,04-02-2011
1,102.92,04-02-2011
3,86.13,04-02-2011
2,53,04-02-2011
2,53.07,04-02-2011
1,102.98,04-02-2011
3,82,04-02-2011
2,38.98,14-07-2011
3,83.74,04-02-2011
2,55,09-06-2010
3,85,09-06-2010
2,46,09-06-2010
1,157.75,09-06-2010
1,151.63,04-10-2010
3,81.25,04-10-2010
3,80,09-06-2010
3,72.5,14-07-2011
2,58.03,04-10-2010
1,110.5,14-07-2011
1,110.5,14-07-2011
2,60.75,04-10-2010
3,83.75,05-02-2011
3,75,14-07-2011
2,56.55,04-10-2010
2,47.93,04-10-2010
3,83.73,04-10-2010
1,109.75,14-07-2011
3,80.84,09-06-2010
1,146.2,09-06-2010
2,55,09-06-2010
1,140,09-06-2010
2,44.5,14-07-2011
3,89.99,05-02-2011
2,53.94,05-02-2011
3,83.74,05-02-2011
1,146.7,04-10-2010
1,109.75,14-07-2011
1,105,05-02-2011
2,53.07,05-02-2011
3,85,14-07-2011
2,52,05-02-2011
1,102.99,05-02-2011
3,75.93,09-06-2010
1,103.19,05-02-2011
3,76.46,14-07-2011
1,144.46,04-10-2010
1,144.45,04-10-2010
3,91.99,04-10-2010
3,88.7,04-10-2010
3,90.41,04-10-2010
3,81.25,04-10-2010
2,55,10-06-2010
1,110,14-07-2011
1,109.75,14-07-2011
2,46,10-06-2010
1,157.75,10-06-2010
2,53,05-02-2011
3,85,10-06-2010
1,105.9,05-02-2011
2,62.93,05-10-2010
3,80,10-06-2010
3,75.06,05-02-2011
2,46.4,14-07-2011
2,56.23,05-10-2010
2,61.62,05-10-2010
3,80.84,10-06-2010
2,55,10-06-2010
1,140,10-06-2010
3,83.06,05-02-2011
1,146.2,10-06-2010
1,140,05-10-2010
3,81.25,05-10-2010
2,56.55,05-10-2010
2,47.93,05-10-2010
2,60.75,05-10-2010
3,77.03,05-02-2011
3,81.23,05-10-2010
1,142.87,05-10-2010
1,139.99,05-10-2010
1,141.91,05-10-2010
3,81.23,05-10-2010
3,91.99,05-10-2010
3,81.25,05-10-2010
2,27.99,15-07-2011
3,75.93,10-06-2010
2,46,11-06-2010
1,157.75,11-06-2010
3,90.41,05-10-2010
2,55,11-06-2010
3,85,11-06-2010
3,80,11-06-2010
1,120,06-10-2010
3,81.25,06-10-2010
1,109.38,15-07-2011
1,109.38,15-07-2011
2,56.23,06-10-2010
2,58.27,06-10-2010
2,56.55,06-10-2010
2,45.35,06-10-2010
3,84.99,15-07-2011
3,83.75,06-02-2011
3,80.84,11-06-2010
2,55,11-06-2010
1,140,11-06-2010
1,146.2,11-06-2010
3,81.23,06-10-2010
3,89.64,06-10-2010
1,100,15-07-2011
2,44.5,15-07-2011
1,133.26,06-10-2010
1,157.35,06-10-2010
3,75.93,11-06-2010
3,89.99,06-02-2011
2,53.94,06-02-2011
2,54,06-02-2011
2,38.78,15-07-2011
1,139.89,06-10-2010
1,119.99,06-10-2010
3,83.74,06-02-2011
1,110,06-02-2011
1,103.19,06-02-2011
2,52,06-02-2011
2,53.07,06-02-2011
1,103.19,06-02-2011
3,81.25,06-10-2010
3,81.21,06-10-2010
2,52,06-10-2010
2,53,06-02-2011
3,85.46,06-10-2010
3,76.46,15-07-2011
1,105,06-02-2011
3,71.44,06-02-2011
3,85,12-06-2010
3,80.99,06-02-2011
1,140,12-06-2010
3,77.03,06-02-2011
1,148.25,12-06-2010
1,108,15-07-2011
3,80,12-06-2010
3,87.5,12-06-2010
1,109.82,06-02-2011
3,93.34,12-06-2010
2,44.14,15-07-2011
1,146.2,12-06-2010
2,56.23,07-10-2010
1,120,07-10-2010
2,54.42,12-06-2010
1,140,12-06-2010
3,81.25,07-10-2010
3,80.99,07-10-2010
2,56.55,07-10-2010
2,50.84,07-10-2010
3,89.53,07-10-2010
1,122.09,07-10-2010
1,119.99,07-10-2010
2,59,07-10-2010
3,81.15,07-10-2010
1,121,07-10-2010
3,81.25,07-10-2010
1,140,13-06-2010
3,84,07-10-2010
2,54.92,12-06-2010
3,83.75,07-02-2011
1,144.95,13-06-2010
3,85,13-06-2010
2,52,07-02-2011
1,148.25,13-06-2010
3,80,13-06-2010
2,27.49,16-07-2011
1,103.75,07-02-2011
3,89.99,07-02-2011
2,53.94,07-02-2011
3,71.43,07-02-2011
3,93.34,13-06-2010
1,105,07-02-2011
3,87.5,13-06-2010
1,104.16,07-02-2011
2,53.07,07-02-2011
2,53,07-02-2011
1,146.2,13-06-2010
3,80.99,16-07-2011
1,110,07-02-2011
3,71.44,07-02-2011
2,54.26,13-06-2010
1,140,13-06-2010
1,100,16-07-2011
1,99.9,16-07-2011
1,99.9,16-07-2011
3,80.99,07-02-2011
2,44.5,16-07-2011
1,109.82,07-02-2011
3,77.03,07-02-2011
2,54.26,13-06-2010
3,85,14-06-2010
1,140,14-06-2010
1,144.95,14-06-2010
3,94.72,14-06-2010
1,148.25,14-06-2010
3,80,14-06-2010
3,81,16-07-2011
3,76.46,16-07-2011
2,52,07-10-2010
2,56.23,14-10-2010
2,53.58,14-06-2010
2,50.15,14-10-2010
3,81.25,14-10-2010
3,83.75,08-02-2011
1,140,14-06-2010
1,146.2,14-06-2010
2,53.58,14-06-2010
1,96,16-07-2011
3,87.5,14-06-2010
2,52,08-02-2011
3,89.99,08-02-2011
2,50.84,14-10-2010
2,53.94,08-02-2011
2,54,08-02-2011
3,70.09,08-02-2011
1,119.39,14-10-2010
3,89.7,14-10-2010
1,122.09,14-10-2010
1,119.38,14-10-2010
3,82.77,14-10-2010
2,50.17,14-10-2010
1,105,08-02-2011
3,70.1,08-02-2011
1,104.48,08-02-2011
1,121,14-10-2010
3,88.37,14-10-2010
3,81.25,14-10-2010
2,53,08-02-2011
1,109.81,08-02-2011
2,53.07,08-02-2011
1,146.2,14-10-2010
3,85,15-06-2010
1,104.47,08-02-2011
1,148.25,15-06-2010
3,80,15-06-2010
3,77.03,08-02-2011
2,45,15-06-2010
3,94.72,15-06-2010
3,78.26,08-02-2011
3,71.44,08-02-2011
1,110,08-02-2011
2,51.45,15-06-2010
1,140,15-06-2010
2,52,14-10-2010
2,51.45,15-06-2010
1,146.2,15-06-2010
1,109.82,08-02-2011
3,87.5,15-06-2010
1,99.99,17-07-2011
2,56.23,15-10-2010
3,81.25,15-10-2010
2,50.15,15-10-2010
2,50.84,15-10-2010
3,82.77,15-10-2010
1,99.85,17-07-2011
1,99.95,17-07-2011
1,99.85,17-07-2011
2,50.17,15-10-2010
1,119.39,15-10-2010
3,89.65,15-10-2010
1,148.33,15-10-2010
1,119.38,15-10-2010
1,121,15-10-2010
2,44.5,17-07-2011
1,146.2,15-10-2010
3,81.25,15-10-2010
3,86.06,15-10-2010
3,81,17-07-2011
2,45,16-06-2010
1,157.75,16-06-2010
3,94.72,16-06-2010
3,85,16-06-2010
3,76.46,17-07-2011
3,83.75,09-02-2011
3,90.54,09-02-2011
1,148.25,16-06-2010
3,80,16-06-2010
2,52,15-10-2010
3,70.1,09-02-2011
3,87.5,16-06-2010
2,53.58,16-06-2010
1,140,16-06-2010
3,84.99,09-02-2011
1,146.2,16-06-2010
2,53.94,09-02-2011
2,54,09-02-2011
2,56.23,16-10-2010
3,70.09,09-02-2011
2,53.58,16-06-2010
1,110,09-02-2011
3,81.25,16-10-2010
1,104.49,09-02-2011
2,50.15,16-10-2010
2,52,09-02-2011
2,50.84,16-10-2010
2,53.07,09-02-2011
2,53,09-02-2011
1,109.81,09-02-2011
2,50.17,16-10-2010
1,122.09,16-10-2010
1,140.84,16-10-2010
1,105,09-02-2011
1,119.39,16-10-2010
3,89.6,16-10-2010
3,71.44,09-02-2011
3,82.77,16-10-2010
1,121,16-10-2010
3,81.25,16-10-2010
3,77.03,09-02-2011
1,119.36,16-10-2010
1,109.82,09-02-2011
3,86.05,16-10-2010
3,78.26,09-02-2011
1,146.2,16-10-2010
2,45,17-06-2010
1,157.75,17-06-2010
3,94.72,17-06-2010
2,44.99,17-06-2010
3,85,17-06-2010
1,148.25,17-06-2010
3,80,17-06-2010
3,98.9,17-06-2010
2,52,16-10-2010
1,99.99,18-07-2011
1,146.2,17-06-2010
2,44.99,17-06-2010
1,140,17-06-2010
2,50.15,17-10-2010
3,81.25,17-10-2010
2,50.88,17-06-2010
2,56.23,17-10-2010
1,107.95,18-07-2011
3,82.77,17-10-2010
2,50.84,17-10-2010
3,90.54,10-02-2011
1,154.28,17-10-2010
3,83.75,10-02-2011
2,44.5,18-07-2011
2,52,10-02-2011
3,70.1,10-02-2011
2,44.73,17-10-2010
3,90.55,10-02-2011
1,121,17-10-2010
3,81.25,17-10-2010
1,119.39,17-10-2010
3,89.55,17-10-2010
3,84.99,10-02-2011
1,122.09,17-10-2010
1,140.84,17-10-2010
3,86.03,17-10-2010
1,104.49,10-02-2011
3,85.78,18-07-2011
3,70.09,10-02-2011
1,146.2,17-10-2010
1,110,10-02-2011
2,52,10-02-2011
2,53.07,10-02-2011
2,47,18-07-2011
2,53,10-02-2011
3,85.78,18-07-2011
3,76.46,18-07-2011
1,109.99,10-02-2011
1,105,10-02-2011
2,52,17-10-2010
3,71.44,10-02-2011
3,78.56,10-02-2011
3,80.93,10-02-2011
1,115,09-01-2012
2,49.27,09-01-2012
3,70,09-01-2012
3,80,09-01-2012
1,124.65,18-07-2011
3,81.25,18-10-2010
2,56.23,18-10-2010
2,50.84,18-10-2010
2,50.15,18-10-2010
3,84.35,18-10-2010
3,84,09-01-2012
2,49.26,09-01-2012
3,80,09-01-2012
2,39.57,18-10-2010
3,90.54,11-02-2011
1,119.39,18-10-2010
3,83.75,11-02-2011
3,89.7,18-10-2010
1,154.28,18-10-2010
1,122.09,18-10-2010
1,140.84,18-10-2010
2,51.33,11-02-2011
3,70.1,11-02-2011
1,121,18-10-2010
1,118.99,09-01-2012
3,88.32,18-10-2010
1,146.2,18-10-2010
2,52,18-10-2010
2,49.27,09-01-2012
3,90.55,11-02-2011
1,100.98,11-02-2011
2,52,11-02-2011
3,85.99,11-02-2011
3,63.08,11-02-2011
1,105,11-02-2011
1,113.82,09-01-2012
2,49.28,09-01-2012
2,49.21,09-01-2012
1,119.99,19-07-2011
3,80,09-01-2012
2,52,11-02-2011
1,111.95,19-07-2011
2,53,11-02-2011
1,109.99,11-02-2011
2,44.5,19-07-2011
1,100.98,11-02-2011
2,56.23,19-10-2010
1,110,11-02-2011
3,59.93,11-02-2011
3,77.9,11-02-2011
3,86,19-07-2011
3,76.46,19-07-2011
3,70,19-07-2011
2,50.15,19-10-2010
3,81.25,19-10-2010
3,85.78,19-07-2011
3,80.93,11-02-2011
3,83.96,19-10-2010
2,39.56,19-10-2010
2,50.84,19-10-2010
1,119.39,19-10-2010
3,89.7,19-10-2010
1,121,19-10-2010
1,146.2,19-10-2010
1,122.09,19-10-2010
1,146.19,19-10-2010
3,84.82,19-10-2010
3,90.54,12-02-2011
2,51.32,10-01-2012
3,80.99,10-01-2012
2,52,19-10-2010
2,51.49,10-01-2012
3,83.75,12-02-2011
1,130.94,10-01-2012
1,100.97,12-02-2011
2,49.44,12-02-2011
2,52,12-02-2011
3,70.1,12-02-2011
3,90.55,12-02-2011
3,86.99,12-02-2011
1,131.73,10-01-2012
1,124.65,19-07-2011
1,100.97,12-02-2011
2,49.56,10-01-2012
1,130.94,10-01-2012
3,70.08,12-02-2011
1,100.98,12-02-2011
2,52,12-02-2011
1,100.97,12-02-2011
1,100.98,12-02-2011
3,80,10-01-2012
2,56.23,20-10-2010
2,50.15,20-10-2010
3,81.25,20-10-2010
1,124.64,20-07-2011
1,124.95,20-07-2011
2,51.32,10-01-2012
2,50.84,20-10-2010
1,118.16,10-01-2012
3,79.18,10-01-2012
3,83.96,20-10-2010
2,56.53,20-10-2010
1,119.39,20-10-2010
3,89.7,20-10-2010
2,39.56,20-10-2010
2,59,20-10-2010
2,44.5,20-07-2011
1,122.09,20-10-2010
1,146.19,20-10-2010
1,128.93,10-01-2012
3,80,10-01-2012
1,121,20-10-2010
3,84.82,20-10-2010
3,85,20-07-2011
3,79.07,12-02-2011
1,131.73,10-01-2012
1,129.25,20-07-2011
1,146.2,20-10-2010
2,49.49,12-02-2011
3,76.46,20-07-2011
3,80.93,12-02-2011
2,51.32,10-01-2012
2,52,20-10-2010
1,132.4,20-07-2011
3,85.78,20-07-2011
2,49.79,12-02-2011
2,48.97,10-01-2012
2,56.23,21-10-2010
1,127.13,20-07-2011
3,81.25,21-10-2010
2,50.84,21-10-2010
1,124.65,20-07-2011
2,50.31,21-10-2010
1,119.39,21-10-2010
3,89.7,21-10-2010
2,50.15,21-10-2010
1,122.09,21-10-2010
3,84.35,21-10-2010
3,83.75,13-02-2011
1,121,21-10-2010
3,90.54,13-02-2011
1,100.97,13-02-2011
1,146.19,21-10-2010
1,146.2,21-10-2010
2,51.46,13-02-2011
2,50.15,21-10-2010
2,52,13-02-2011
3,86.99,13-02-2011
3,70.05,13-02-2011
2,52,13-02-2011
1,100.97,13-02-2011
3,88.39,21-10-2010
3,70.1,13-02-2011
3,90.55,13-02-2011
1,95.43,13-02-2011
1,95.43,13-02-2011
1,100.98,13-02-2011
2,48.96,11-01-2012
1,130.94,11-01-2012
2,52,21-10-2010
2,50.55,11-01-2012
3,80.99,11-01-2012
3,79.06,13-02-2011
3,85.35,13-02-2011
2,49.49,13-02-2011
2,49.79,13-02-2011
3,84.99,21-07-2011
1,124.64,21-07-2011
1,132,21-07-2011
3,81.25,22-10-2010
2,44.5,21-07-2011
1,128.46,11-01-2012
3,82.01,22-10-2010
3,83.75,14-02-2011
1,129.25,21-07-2011
1,119.39,22-10-2010
3,89.7,22-10-2010
2,47,21-07-2011
3,90.54,14-02-2011
1,122.09,22-10-2010
1,146.19,22-10-2010
2,49.56,11-01-2012
3,85.78,21-07-2011
1,121,22-10-2010
1,133.81,21-07-2011
3,88.39,22-10-2010
1,146.2,22-10-2010
3,80,11-01-2012
3,85.78,21-07-2011
3,70.1,14-02-2011
3,84.95,11-01-2012
1,100.97,14-02-2011
3,80,11-01-2012
2,52,22-10-2010
3,90.55,14-02-2011
1,128.46,11-01-2012
1,95.43,14-02-2011
2,50.55,11-01-2012
1,95.43,14-02-2011
3,86.99,14-02-2011
3,70.02,14-02-2011
1,132.99,21-07-2011
1,127.13,21-07-2011
1,118.16,11-01-2012
3,79.18,11-01-2012
1,126.53,11-01-2012
3,84,11-01-2012
2,56.23,23-10-2010
1,100.98,14-02-2011
3,81.25,23-10-2010
1,128.46,11-01-2012
1,100.97,14-02-2011
2,50.84,23-10-2010
2,50.15,23-10-2010
1,122.89,11-01-2012
2,49.49,14-02-2011
3,85.35,14-02-2011
3,78.41,23-10-2010
3,86.4,21-07-2011
2,56.53,23-10-2010
3,79.93,14-02-2011
2,49.79,14-02-2011
2,50.54,11-01-2012
2,45.72,14-02-2011
1,122.09,23-10-2010
1,124.65,21-07-2011
1,146.19,23-10-2010
1,128.11,23-10-2010
2,50.15,23-10-2010
3,88.39,23-10-2010
1,146.2,23-10-2010
1,133.45,22-07-2011
3,83.75,15-02-2011
2,44.5,22-07-2011
3,90.54,15-02-2011
1,100.97,15-02-2011
3,86.99,15-02-2011
2,49.28,12-01-2012
3,70.1,15-02-2011
2,47,22-07-2011
2,51.18,15-02-2011
3,90.55,15-02-2011
1,95.43,15-02-2011
1,95.43,15-02-2011
2,51.49,12-01-2012
2,52,23-10-2010
1,129.25,22-07-2011
1,134.12,22-07-2011
1,130.94,12-01-2012
3,85.78,22-07-2011
3,85.93,22-07-2011
1,100.97,15-02-2011
1,100.98,15-02-2011
3,80.75,12-01-2012
1,118.15,12-01-2012
1,120.34,12-01-2012
2,50.15,25-10-2010
1,134.99,22-07-2011
1,127.13,22-07-2011
2,56.23,25-10-2010
3,81.25,25-10-2010
2,49.56,12-01-2012
3,79.04,12-01-2012
1,130.94,12-01-2012
1,124.65,22-07-2011
3,85.11,22-07-2011
2,50.84,25-10-2010
2,49.25,12-01-2012
2,56.53,25-10-2010
1,120.35,12-01-2012
1,131,25-10-2010
3,80.73,12-01-2012
2,49.49,15-02-2011
1,146.19,25-10-2010
3,80,12-01-2012
3,80.68,25-10-2010
2,45.72,15-02-2011
2,44.6,15-02-2011
2,50.15,25-10-2010
3,91.65,15-02-2011
2,49.53,12-01-2012
1,131.18,25-10-2010
3,88.39,25-10-2010
2,52,25-10-2010
1,137.7,23-07-2011
1,136.99,25-10-2010
1,146.2,25-10-2010
3,83.75,16-02-2011
3,80.75,12-01-2012
1,118.15,12-01-2012
3,90.54,16-02-2011
1,118.16,12-01-2012
3,79.18,12-01-2012
3,80,12-01-2012
1,100.97,16-02-2011
2,50.15,26-10-2010
3,81.25,26-10-2010
2,56.23,26-10-2010
3,77.07,26-10-2010
1,127.13,12-01-2012
2,49.99,12-01-2012
2,50.84,26-10-2010
2,49.61,12-01-2012
3,79.04,12-01-2012
2,56.53,26-10-2010
1,131,26-10-2010
3,89.7,26-10-2010
3,86.99,16-02-2011
3,70.1,16-02-2011
3,90.55,16-02-2011
2,44.5,23-07-2011
1,105,16-02-2011
1,129.92,26-10-2010
2,51.18,16-02-2011
1,136.99,26-10-2010
3,85.57,26-10-2010
1,100.97,16-02-2011
2,50.15,26-10-2010
2,43.85,16-02-2011
3,86.92,23-07-2011
2,52,26-10-2010
1,146.2,26-10-2010
1,131.83,23-07-2011
2,47,23-07-2011
1,131.82,23-07-2011
1,100.98,16-02-2011
2,51.49,13-01-2012
2,51.49,13-01-2012
3,79.17,13-01-2012
3,88.41,23-07-2011
1,130.94,13-01-2012
3,85.78,23-07-2011
3,90.89,16-02-2011
2,49.49,16-02-2011
2,51.48,13-01-2012
1,134.99,23-07-2011
1,127.13,23-07-2011
2,44.14,16-02-2011
1,131.69,13-01-2012
1,120.34,13-01-2012
2,50.15,27-10-2010
2,49.56,13-01-2012
3,79.04,13-01-2012
1,130.94,13-01-2012
3,81.25,27-10-2010
2,50.84,27-10-2010
3,89.7,27-10-2010
1,129.82,27-10-2010
3,80.6,27-10-2010
1,126.25,13-01-2012
1,128.91,27-10-2010
3,85.57,27-10-2010
2,50.15,27-10-2010
2,50.88,27-10-2010
2,49.15,13-01-2012
2,52,27-10-2010
3,68.99,13-01-2012
1,100.97,17-02-2011
2,43.37,17-02-2011
1,136.99,27-10-2010
1,146.2,27-10-2010
1,137.7,24-07-2011
3,79.17,13-01-2012
2,43.38,17-02-2011
2,48.1,24-07-2011
1,118.16,13-01-2012
3,79.18,13-01-2012
1,127.13,24-07-2011
2,44.5,24-07-2011
1,105,17-02-2011
1,108.66,17-02-2011
2,49.75,17-02-2011
1,100.98,17-02-2011
1,100.97,17-02-2011
1,131.69,13-01-2012
1,129.25,24-07-2011
2,49.16,13-01-2012
1,127.13,13-01-2012
2,50.15,28-10-2010
3,90.1,24-07-2011
3,81.25,28-10-2010
2,41.99,28-10-2010
2,49.97,13-01-2012
3,79.04,13-01-2012
2,53.58,28-10-2010
2,47,24-07-2011
3,83.96,28-10-2010
2,49.49,17-02-2011
3,88.41,24-07-2011
2,43.54,17-02-2011
1,127.92,28-10-2010
3,89.53,28-10-2010
1,134.99,24-07-2011
3,85.78,24-07-2011
1,127.06,28-10-2010
2,45.22,28-10-2010
2,50.88,28-10-2010
1,127.06,28-10-2010
1,127.13,24-07-2011
1,136.99,28-10-2010
3,84.82,28-10-2010
2,52,28-10-2010
2,48.43,14-01-2012
3,80.75,14-01-2012
1,130.94,14-01-2012
2,48.45,14-01-2012
3,90.54,18-02-2011
3,83.75,18-02-2011
1,100.97,18-02-2011
2,51.18,18-02-2011
3,86.99,18-02-2011
3,70.09,18-02-2011
3,70.1,18-02-2011
3,90.55,18-02-2011
3,79.98,14-01-2012
2,42.95,18-02-2011
1,90,18-02-2011
1,137.7,25-07-2011
1,126.25,14-01-2012
3,80,14-01-2012
2,48.49,14-01-2012
1,105,18-02-2011
1,120,14-01-2012
2,50.15,29-10-2010
2,48.42,14-01-2012
3,84.35,29-10-2010
3,81.25,29-10-2010
2,41.99,29-10-2010
2,53.58,29-10-2010
1,100.97,18-02-2011
1,100.98,18-02-2011
2,49.75,18-02-2011
3,80.75,14-01-2012
2,48.43,14-01-2012
1,131.29,29-10-2010
1,126.96,29-10-2010
1,152.29,29-10-2010
3,88.33,29-10-2010
3,89.53,29-10-2010
2,45.22,29-10-2010
1,118.16,14-01-2012
3,79.18,14-01-2012
2,50.88,29-10-2010
2,48.1,25-07-2011
1,126.96,29-10-2010
2,52,29-10-2010
3,89.99,25-07-2011
1,146.2,29-10-2010
2,49.49,18-02-2011
1,85,18-02-2011
2,43.16,18-02-2011
1,127.13,25-07-2011
2,44.5,25-07-2011
3,80,14-01-2012
3,85.91,18-02-2011
2,49.16,14-01-2012
2,48.44,14-01-2012
1,127.13,14-01-2012
2,41.94,30-10-2010
2,48.44,14-01-2012
3,81.25,30-10-2010
3,84.35,30-10-2010
2,39.99,30-10-2010
1,129.25,25-07-2011
2,53.58,30-10-2010
3,91.08,25-07-2011
3,90.1,25-07-2011
2,47,25-07-2011
1,126.86,30-10-2010
1,152.29,30-10-2010
1,133.35,30-10-2010
3,85.78,25-07-2011
3,88.33,30-10-2010
2,52,30-10-2010
3,89.53,30-10-2010
1,146.2,30-10-2010
2,45.22,30-10-2010
2,50.88,30-10-2010
1,134.99,25-07-2011
1,127.13,25-07-2011
1,126.86,30-10-2010
3,83.75,19-02-2011
3,70.1,19-02-2011
3,90.54,19-02-2011
1,100.97,19-02-2011
3,86.99,19-02-2011
1,105,19-02-2011
3,90.55,19-02-2011
3,81.25,31-10-2010
2,39.99,31-10-2010
2,42.53,19-02-2011
1,100.96,19-02-2011
1,110,19-02-2011
1,100.97,19-02-2011
2,53.58,31-10-2010
2,41.94,31-10-2010
3,84.35,31-10-2010
1,108.66,19-02-2011
2,49.75,19-02-2011
1,126.76,31-10-2010
1,149.59,31-10-2010
2,45.22,31-10-2010
2,49.49,19-02-2011
3,89.53,31-10-2010
1,85,19-02-2011
2,42.69,19-02-2011
3,85.43,19-02-2011
1,133.39,31-10-2010
1,126.76,31-10-2010
3,88.33,31-10-2010
2,50.88,31-10-2010
2,52,31-10-2010
1,146.2,31-10-2010
1,130.94,15-01-2012
3,70.05,15-01-2012
2,48.45,15-01-2012
3,70,15-01-2012
2,49.56,15-01-2012
3,75.05,15-01-2012
1,130.94,15-01-2012
3,79.96,15-01-2012
1,120,15-01-2012
1,123.04,15-01-2012
2,48.49,15-01-2012
2,48.36,15-01-2012
1,136.3,15-01-2012
1,137.7,26-07-2011
3,70.05,15-01-2012
1,118.16,15-01-2012
3,79.18,15-01-2012
2,49.95,26-07-2011
